,Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)",Sodium (mg),"Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
602,Wendy’s,"Skinny Vanilla Iced Coffee, Medium",100,0.0,8.0,5.0,0.0,25,45,14.0,0.0,0,3.0,102.0
603,Wendy’s,"Skinny Vanilla Iced Coffee, Small",70,0.0,5.0,3.5,0.0,15,30,6.0,0.0,0,2.0,72.0
604,Wendy’s,"Small Sprite, Small",200,0.0,0.0,0.0,0.0,0,90,53.0,0.0,53,0.0,253.0
605,Wendy’s,"Sprite, Large",390,0.0,0.0,0.0,0.0,0,180,105.0,0.0,105,0.0,495.0
606,Wendy’s,"Sprite, Medium",310,0.0,0.0,0.0,0.0,0,140,84.0,0.0,84,0.0,394.0
607,Wendy’s,"Strawberry Lemonade, Large",480,0.0,0.0,0.0,0.0,0,55,121.0,0.0,114,0.0,594.0
608,Wendy’s,"Strawberry Lemonade, Medium",380,0.0,0.0,0.0,0.0,0,45,98.0,0.0,92,0.0,472.0
609,Wendy’s,"Strawberry Lemonade, Small",230,0.0,0.0,0.0,0.0,0,30,58.0,0.0,54,0.0,284.0
610,Wendy’s,"Strawberry Sweet Tea, Large",270,0.0,0.0,0.0,0.0,0,15,69.0,0.0,67,0.0,337.0
611,Wendy’s,"Strawberry Sweet Tea, Medium",240,0.0,0.0,0.0,0.0,0,15,60.0,0.0,59,0.0,299.0
612,Wendy’s,"Strawberry Sweet Tea, Small",140,0.0,0.0,0.0,0.0,0,10,36.0,0.0,35,0.0,175.0
613,Wendy’s,"Strawberry Tea, Large",90,0.0,0.0,0.0,0.0,0,20,22.0,0.0,20,0.0,110.0
614,Wendy’s,"Strawberry Tea, Medium",60,0.0,0.0,0.0,0.0,0,15,16.0,0.0,14,0.0,74.0
615,Wendy’s,"Strawberry Tea, Small",45,0.0,0.0,0.0,0.0,0,10,11.0,0.0,10,0.0,55.0
616,Wendy’s,"Sweetened Iced Tea, Large",300,0.0,0.0,0.0,0.0,0,25,77.0,0.0,75,0.0,375.0
617,Wendy’s,"Sweetened Iced Tea, Medium",220,0.0,0.0,0.0,0.0,0,20,58.0,0.0,56,0.0,276.0
618,Wendy’s,"Sweetened Iced Tea, Small",160,0.0,0.0,0.0,0.0,0,10,41.0,0.0,40,0.0,200.0
619,Wendy’s,"Vanilla Iced Coffee, Medium",250,0.0,8.0,5.0,0.0,25,40,42.0,0.0,39,3.0,291.0
620,Wendy’s,"Vanilla Iced Coffee, Small",170,0.0,6.0,3.5,0.0,20,30,28.0,0.0,26,2.0,198.0
621,Wendy’s,"Classic Chocolate Frosty, Junior",200,0.0,5.0,3.0,0.0,20,90,33.0,0.0,27,6.0,224.0
622,Wendy’s,"Classic Chocolate Frosty, Large",590,0.0,15.0,10.0,0.5,60,260,99.0,0.0,81,17.0,664.0
623,Wendy’s,"Classic Chocolate Frosty, Medium",470,0.0,12.0,8.0,0.5,50,210,79.0,0.0,65,13.0,530.0
624,Wendy’s,"Classic Chocolate Frosty, Small",350,0.0,9.0,6.0,0.0,35,150,58.0,0.0,47,10.0,393.0
625,Wendy’s,"Vanilla Frosty, Junior",190,0.0,5.0,3.5,0.0,25,90,32.0,0.0,27,5.0,216.0
626,Wendy’s,"Vanilla Frosty, Large",570,0.0,15.0,10.0,0.5,70,260,94.0,0.0,78,15.0,643.0
627,Wendy’s,"Vanilla Frosty, Medium",450,0.0,12.0,8.0,0.5,55,210,75.0,0.0,63,12.0,509.0
628,Wendy’s,"Vanilla Frosty, Small",340,0.0,9.0,6.0,0.0,45,160,56.0,0.0,47,9.0,384.0
629,Wendy’s,Chocolate Chunk Cookie,310,0.0,16.0,8.0,0.0,20,210,40.0,2.0,24,3.0,339.0
630,Wendy’s,Double Chocolate Chunk Cookie,290,0.0,14.0,7.0,0.0,20,230,39.0,4.0,21,4.0,314.0
631,Wendy’s,Sugar Cookie,330,0.0,16.0,8.0,0.0,25,300,43.0,1.0,24,3.0,359.0
632,Wendy’s,Kids 2 Piece Chicken Tenders,200,0.0,10.0,1.5,0.0,45,620,13.0,0.0,0,15.0,187.0
633,Wendy’s,Kids 4 Piece Chicken Nuggets,170,0.0,11.0,2.0,0.0,35,340,10.0,0.0,0,9.0,163.0
634,Wendy’s,Kids Cheeseburger,280,0.0,13.0,6.0,0.5,50,540,25.0,1.0,5,15.0,276.0
635,Wendy’s,Kids Grilled Chicken Wrap,270,0.0,10.0,3.5,0.0,55,640,24.0,2.0,3,20.0,257.0
636,Wendy’s,Kids Hamburger,240,0.0,9.0,3.5,0.5,40,350,24.0,1.0,5,13.0,236.0
637,Wendy’s,Artisan Egg Sandwich with Bacon,320,0.0,17.0,8.0,0.0,245,750,25.0,1.0,4,18.0,314.0
638,Wendy’s,Artisan Egg Sandwich with Sausage,480,0.0,33.0,13.0,0.0,275,980,27.0,1.0,4,21.0,476.0
639,Wendy’s,Bacon Breakfast Bowl,510,0.0,28.0,9.0,0.0,245,1390,44.0,4.0,2,19.0,502.0
640,Wendy’s,Biggie Breakfast Sandwich,610,0.0,40.0,15.0,0.0,290,1400,37.0,2.0,7,27.0,605.0
641,Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410,0.0,24.0,13.0,0.0,235,970,34.0,1.0,5,15.0,413.0
642,Wendy’s,Fresh Baked Biscuit with Natural Sausage,590,0.0,41.0,19.0,0.0,270,1270,36.0,1.0,6,20.0,595.0
643,Wendy’s,Gravy and Sausage Bowl,450,0.0,22.0,6.0,0.0,220,1260,50.0,4.0,2,12.0,446.0
644,Wendy’s,Honey Butter Chicken Biscuit,500,0.0,26.0,12.0,0.0,50,1120,48.0,1.0,9,19.0,502.0
645,Wendy’s,Sausage and Egg Burrito,360,0.0,20.0,8.0,0.0,210,920,29.0,1.0,2,17.0,353.0
646,Wendy’s,Sausage and Gravy Biscuit,490,0.0,29.0,14.0,0.0,20,1400,49.0,2.0,6,8.0,502.0
647,Wendy’s,Sausage Biscuit,480,0.0,33.0,15.0,0.0,50,1010,35.0,1.0,5,12.0,488.0
648,Wendy’s,Sausage Breakfast Bowl,640,0.0,42.0,14.0,0.0,270,1540,46.0,4.0,3,21.0,636.0
649,Wendy’s,"Seasoned Home-Style Potatoes, Large",360,0.0,13.0,2.5,0.0,0,1080,57.0,6.0,1,5.0,359.0
650,Wendy’s,"Seasoned Home-Style Potatoes, Medium",250,0.0,9.0,1.5,0.0,0,750,39.0,4.0,1,4.0,249.0
651,Wendy’s,"Seasoned Home-Style Potatoes, Small",230,0.0,8.0,1.5,0.0,0,680,35.0,4.0,0,3.0,229.0
652,Wendy’s,Two Sausage and Egg Burritos,720,0.0,41.0,16.0,0.0,420,1830,59.0,2.0,5,34.0,707.0
653,Wendy’s,Two Sausage Biscuits,960,0.0,65.0,31.0,0.0,95,2020,70.0,3.0,10,23.0,978.0
654,KFC,Limited Time Cinnabon Dessert Biscuits,290,0.0,13.0,7.0,0.0,0,580,40.0,2.0,17,4.0,310.0
655,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390,0.0,21.0,4.0,0.0,120,1190,11.0,2.0,0,39.0,355.0
656,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130,0.0,8.0,1.5,0.0,55,430,4.0,1.0,0,12.0,119.5
657,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280,0.0,19.0,4.5,0.0,100,910,8.0,1.0,0,19.0,265.5
658,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130,0.0,8.0,2.0,0.0,55,380,3.0,0.0,0,10.0,122.0
659,KFC,Chicken Breast,770,0.0,60.0,10.0,0.0,105,1530,21.0,1.0,1,35.0,746.0
660,KFC,Chicken Drumstick,250,0.0,21.0,3.5,0.0,50,530,6.0,1.0,0,11.0,242.5
661,KFC,Chicken Thigh,500,0.0,40.0,7.0,0.0,100,970,11.0,1.0,1,22.0,486.0
662,KFC,Chicken Whole Wing,290,0.0,25.0,4.0,0.0,45,520,6.0,1.0,1,10.0,285.0
663,KFC,Breast,260,0.0,12.0,3.0,0.0,130,790,1.0,0.0,0,38.0,225.0
664,KFC,Drumstick,100,0.0,6.0,1.5,0.0,55,260,0.0,0.0,0,11.0,90.5
665,KFC,Thigh,180,0.0,12.0,3.5,0.0,90,470,0.0,0.0,0,17.0,166.5
666,KFC,Whole Wing,90,0.0,6.0,1.5,0.0,45,210,1.0,0.0,0,9.0,82.5
667,KFC,Breast,540,0.0,40.0,7.0,0.0,100,1390,14.0,2.0,1,31.0,517.0
668,KFC,Drumstick,190,0.0,14.0,2.5,0.0,40,510,6.0,1.0,0,9.0,183.5
669,KFC,Thigh,390,0.0,32.0,6.0,0.0,65,900,12.0,2.0,1,13.0,384.0
670,KFC,Whole Wing,180,0.0,15.0,2.5,0.0,35,450,5.0,1.0,0,8.0,174.5
671,KFC,EXTRA CRISPY Chicken Breast,530,0.0,35.0,6.0,0.0,105,1150,18.0,0.0,0,35.0,501.0
672,KFC,EXTRA CRISPY Chicken Drumstick,170,0.0,12.0,2.0,0.0,50,390,5.0,0.0,0,10.0,162.0
673,KFC,EXTRA CRISPY Chicken Thigh,330,0.0,23.0,4.5,0.0,100,700,9.0,0.0,0,22.0,312.5
674,KFC,EXTRA CRISPY Chicken Whole Wing,170,0.0,13.0,2.0,0.0,45,340,5.0,0.0,0,10.0,162.0
675,KFC,KENTUCKY GRILLED CHICKEN Breast,210,0.0,7.0,2.0,0.0,130,710,0.0,0.0,0,38.0,174.0
676,KFC,KENTUCKY GRILLED CHICKEN Drumstick,80,0.0,4.0,1.0,0.0,55,220,0.0,0.0,0,11.0,70.0
677,KFC,KENTUCKY GRILLED CHICKEN Thigh,150,0.0,9.0,3.0,0.0,90,420,0.0,0.0,0,17.0,136.0
678,KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70,0.0,3.0,1.0,0.0,45,180,0.0,0.0,0,9.0,62.0
679,KFC,SPICY CRISPY CHICKEN Breast,350,0.0,20.0,3.5,0.0,100,1100,11.0,1.0,0,30.0,323.5
680,KFC,SPICY CRISPY CHICKEN Drumstick,130,0.0,8.0,1.5,0.0,40,420,5.0,1.0,0,9.0,122.5
681,KFC,SPICY CRISPY CHICKEN Thigh,270,0.0,20.0,3.5,0.0,65,720,10.0,1.0,0,13.0,260.5
682,KFC,SPICY CRISPY CHICKEN Whole Wing,120,0.0,8.0,1.5,0.0,35,350,5.0,0.0,0,7.0,114.5
683,KFC,EXTRA CRISPY Tender (each),260,0.0,14.0,2.0,0.0,50,610,15.0,0.0,0,19.0,243.0
684,KFC,EXTRA CRISPY Tender (each),220,0.0,16.0,2.5,0.0,25,460,9.0,0.0,0,10.0,212.5
685,KFC,KENTUCKY FRIED WINGS Buffalo,100,0.0,7.0,1.5,0.0,20,310,3.0,0.0,0,5.0,96.5
686,KFC,KENTUCKY FRIED WINGS Honey BBQ,100,0.0,6.0,1.0,0.0,20,210,8.0,0.0,4,5.0,100.0
687,KFC,KENTUCKY FRIED WINGS Nashville Hot,130,0.0,11.0,2.0,0.0,20,230,4.0,0.0,0,5.0,127.0
688,KFC,KENTUCKY FRIED WINGS Unsauced,80,0.0,6.0,1.0,0.0,20,150,3.0,0.0,0,5.0,76.0
689,KFC,POPCORN NUGGETS Kids,290,0.0,19.0,2.5,0.0,30,870,19.0,1.0,0,13.0,279.5
690,KFC,POPCORN NUGGETS Large,620,0.0,39.0,5.0,0.0,65,1820,39.0,2.0,0,27.0,598.0
691,KFC,BBQ Baked Beans,190,0.0,1.0,0.0,0.0,0,650,34.0,7.0,15,11.0,194.0
692,KFC,Biscuit,180,0.0,8.0,4.5,0.0,0,520,22.0,1.0,1,4.0,181.5
693,KFC,Coleslaw,170,0.0,12.0,2.0,0.0,0,180,14.0,4.0,10,1.0,181.0
694,KFC,Corn on the Cob,70,0.0,0.5,0.0,0.0,0,0,17.0,2.0,3,2.0,71.0
695,KFC,Green Beans,25,0.0,0.0,0.0,0.0,0,300,5.0,3.0,1,1.0,25.0
696,KFC,KFC® Cornbread Muffin,210,0.0,9.0,1.5,0.0,35,240,28.0,0.0,11,3.0,219.5
697,KFC,Macaroni & Cheese,140,0.0,6.0,1.5,0.0,0,590,17.0,1.0,2,5.0,138.5
698,KFC,Macaroni Salad,140,0.0,8.0,1.0,0.0,15,290,14.0,0.0,9,1.0,149.0
699,KFC,Mashed Potatoes,110,0.0,3.5,0.5,0.0,0,330,17.0,1.0,0,2.0,108.5
700,KFC,Mashed Potatoes With Gravy,130,0.0,4.5,1.0,0.0,0,520,20.0,1.0,0,3.0,128.0
701,KFC,Potato Salad,340,0.0,28.0,4.5,0.0,25,290,19.0,2.0,3,2.0,345.5
702,KFC,Secret Recipe Fries,320,0.0,15.0,2.0,0.0,0,1100,41.0,3.0,0,5.0,317.0
703,KFC,Sweet Kernel Corn,70,0.0,0.5,0.0,0.0,0,0,16.0,2.0,2,2.0,70.0
704,KFC,BBQ Baked Beans (Family),830,0.0,5.0,1.0,0.0,0,2810,148.0,31.0,63,47.0,847.0
705,KFC,Coleslaw (Family),640,0.0,46.0,7.0,0.0,15,670,54.0,14.0,37,4.0,680.0
706,KFC,Corn on the Cob (Family),280,0.0,2.0,0.0,0.0,0,15,67.0,8.0,11,9.0,282.0
707,KFC,Green Beans (Family),80,0.0,0.0,0.0,0.0,0,930,15.0,9.0,3,4.0,79.0
708,KFC,Macaroni & Cheese (Family),540,0.0,23.0,6.0,0.0,10,2220,66.0,5.0,8,18.0,536.0
709,KFC,Macaroni Salad (Family),480,0.0,28.0,3.5,0.0,55,990,50.0,0.0,30,3.0,510.5
710,KFC,Mashed Potatoes (Family),460,0.0,15.0,3.0,0.0,0,1410,72.0,6.0,0,9.0,454.0
711,KFC,Mashed Potatoes With Gravy (Family),590,0.0,21.0,5.0,0.0,0,2590,88.0,6.0,1,12.0,584.0
712,KFC,Potato Salad (Family),1200,0.0,98.0,16.0,0.0,80,1010,65.0,8.0,12,8.0,1220.0
713,KFC,Secret Recipe Fries (Family),840,0.0,40.0,5.0,0.0,0,2890,108.0,9.0,0,13.0,832.0
714,KFC,Sweet Kernel Corn (Family),280,0.0,2.5,0.0,0.0,0,10,67.0,7.0,8,10.0,278.0
715,KFC,Chicken Littles,300,0.0,15.0,2.5,0.0,30,620,27.0,1.0,3,14.0,291.5
716,KFC,Chicken Littles – Buffalo,310,0.0,17.0,2.5,0.0,30,790,27.0,1.0,3,14.0,301.5
717,KFC,Chicken Littles – Honey BBQ,320,0.0,15.0,2.5,0.0,30,680,31.0,1.0,7,14.0,315.5
718,KFC,Chicken Littles – Nashville Hot,340,0.0,19.0,3.0,0.0,30,680,27.0,1.0,3,14.0,332.0
719,KFC,Classic Chicken Sandwich,650,0.0,35.0,4.5,0.0,90,1260,49.0,1.0,6,34.0,626.5
720,KFC,Crispy Colonel’s Sandwich,470,0.0,24.0,3.5,0.0,60,1170,39.0,0.0,4,24.0,453.5
721,KFC,Crispy Colonel’s Sandwich – Buffalo,500,0.0,27.0,4.0,0.0,60,1500,39.0,0.0,4,24.0,484.0
722,KFC,Crispy Colonel’s Sandwich – Honey BBQ,510,0.0,25.0,3.5,0.0,60,1290,48.0,0.0,12,24.0,501.5
723,KFC,Crispy Colonel’s Sandwich – Nashville Hot,540,0.0,32.0,4.5,0.0,60,1290,40.0,0.0,5,24.0,525.5
724,KFC,Crispy Twister®,630,0.0,34.0,7.0,0.0,70,1260,53.0,4.0,3,28.0,612.0
725,KFC,Honey BBQ Sandwich,350,0.0,3.5,0.5,0.0,55,1350,55.0,2.0,22,24.0,348.5
726,KFC,Spicy Chicken Sandwich,620,0.0,33.0,4.0,0.0,85,2140,49.0,1.0,6,34.0,596.0
727,KFC,Chicken Pot Pie,720,0.0,41.0,25.0,0.0,80,1750,60.0,7.0,5,26.0,724.0
728,KFC,KFC® Famous Bowl,740,0.0,35.0,6.0,0.0,45,2350,81.0,6.0,2,26.0,722.0
729,KFC,KFC® Famous Bowl – Snack Size,270,0.0,14.0,3.5,0.0,20,850,27.0,2.0,1,11.0,263.5
730,KFC,Caesar Side Salad,40,0.0,2.0,1.0,0.0,5,90,2.0,1.0,1,3.0,39.0
731,KFC,House Side Salad,15,0.0,0.0,0.0,0.0,0,10,3.0,2.0,2,1.0,16.0
732,KFC,Heinz Buttermilk Dressing,160,0.0,17.0,2.0,0.0,10,220,1.0,0.0,1,0.0,163.0
733,KFC,Hidden Valley The Original Ranch Fat Free Dressing,35,0.0,0.0,0.0,0.0,0,410,8.0,0.0,2,1.0,36.0
734,KFC,KFC® Creamy Parmesan Caesar Dressing,260,0.0,26.0,5.0,0.0,15,540,4.0,0.0,2,2.0,265.0
735,KFC,Marzetti Light Italian Dressing,15,0.0,0.5,0.0,0.0,0,510,2.0,0.0,1,0.0,16.0
736,KFC,Parmesan Garlic Croutons,60,0.0,3.0,0.0,0.0,0,135,8.0,0.0,0,2.0,58.0
737,KFC,Apple Turnover,230,0.0,10.0,2.5,0.0,0,140,32.0,0.0,12,2.0,242.5
738,KFC,Café Valley Chocolate Chip Cake (1 Slice),300,0.0,15.0,3.0,0.0,50,260,39.0,1.0,27,4.0,326.0
739,KFC,Café Valley Lemon Cake (1 Slice),220,0.0,10.0,2.0,0.0,30,170,30.0,0.0,20,2.0,240.0
740,KFC,Café Valley Mini Chocolate Chip Cake,300,0.0,12.0,2.5,0.0,40,190,49.0,1.0,35,3.0,334.5
741,KFC,Café Valley Mini Lemon Cake,300,0.0,13.0,2.5,0.0,50,230,43.0,0.0,31,3.0,330.5
742,KFC,Chocolate Chip Cookie,120,0.0,6.0,3.0,0.0,0,70,18.0,1.0,12,1.0,134.0
743,KFC,Oreo Cookies and Crème Pie,270,0.0,13.0,8.0,0.0,0,210,35.0,1.0,24,3.0,299.0
744,KFC,Reese’s Peanut Butter Pie,300,0.0,17.0,9.0,0.0,0,270,33.0,1.0,22,5.0,326.0
745,KFC,BBQ – Dipping Sauce Cup,45,0.0,0.0,0.0,0.0,0,150,11.0,0.0,11,0.0,56.0
746,KFC,Colonel’s Buttery Spread,35,0.0,4.0,1.5,0.0,0,35,0.0,0.0,0,0.0,36.5
747,KFC,Grape Jelly Packet,35,0.0,0.0,0.0,0.0,0,10,9.0,0.0,7,0.0,42.0
748,KFC,Honey Mustard – Dipping Sauce Cup,110,0.0,9.0,1.5,0.0,0,120,6.0,0.0,6,0.0,117.5
749,KFC,Honey Sauce Packet,30,0.0,0.0,0.0,0.0,0,0,8.0,0.0,5,0.0,35.0
750,KFC,Ketchup,30,0.0,0.0,0.0,0.0,0,250,8.0,0.0,6,0.0,36.0
751,KFC,KFC Sauce – Dipping Sauce Cup,90,0.0,8.0,1.5,0.0,10,170,5.0,0.0,5,0.0,96.5
752,KFC,Lemon Juice Packet,5,0.0,0.0,0.0,0.0,0,20,1.0,0.0,0,0.0,5.0
753,KFC,Ranch – Dipping Sauce Cup,130,0.0,14.0,2.5,0.0,10,240,2.0,0.0,1,0.0,133.5
754,KFC,Strawberry Jam Packet,35,0.0,0.0,0.0,0.0,0,0,9.0,0.0,6,0.0,41.0
755,KFC,Capri Sun® 100% Juice Fruit Punch,80,0.0,0.0,0.0,0.0,0,25,21.0,0.0,20,0.0,100.0
756,KFC,Chocolate Milk 1%,150,0.0,2.5,1.5,0.0,10,170,26.0,0.0,23,7.0,167.5
757,KFC,Milk 1%,90,0.0,2.0,1.5,0.0,10,105,10.0,0.0,10,7.0,94.5
758,KFC,Musselman’s™ Applesauce,45,0.0,0.0,0.0,0.0,0,0,12.0,1.0,8,0.0,53.0
759,KFC,7UP® (12 fl oz),140,0.0,0.0,0.0,0.0,0,50,35.0,0.0,35,0.0,175.0
760,KFC,7UP® (16 fl oz),190,0.0,0.0,0.0,0.0,0,70,46.0,0.0,46,0.0,236.0
761,KFC,7UP® (20 fl oz),240,0.0,0.0,0.0,0.0,0,85,58.0,0.0,58,0.0,298.0
762,KFC,7UP® (30 fl oz),350,0.0,0.0,0.0,0.0,0,125,87.0,0.0,87,0.0,437.0
763,KFC,Classic Lemonade (1/2 Gallon),880,0.0,0.0,0.0,0.0,0,780,234.0,0.0,228,0.0,1108.0
764,KFC,Classic Lemonade (20 fl oz),140,0.0,0.0,0.0,0.0,0,130,39.0,0.0,38,0.0,178.0
765,KFC,Code Red Mountain Dew® (12 fl oz),170,0.0,0.0,0.0,0.0,0,50,46.0,0.0,46,0.0,216.0
766,KFC,Code Red Mountain Dew® (16 fl oz),230,0.0,0.0,0.0,0.0,0,65,62.0,0.0,62,0.0,292.0
767,KFC,Code Red Mountain Dew® (20 fl oz),290,0.0,0.0,0.0,0.0,0,85,77.0,0.0,77,0.0,367.0
768,KFC,Code Red Mountain Dew® (30 fl oz),430,0.0,0.0,0.0,0.0,0,125,116.0,0.0,115,0.0,545.0
769,KFC,Diet Dr Pepper® (12 fl oz),0,0.0,0.0,0.0,0.0,0,70,0.0,0.0,0,0.0,0.0
770,KFC,Diet Dr Pepper® (16 fl oz),0,0.0,0.0,0.0,0.0,0,95,0.0,0.0,0,0.0,0.0
771,KFC,Diet Dr Pepper® (20 fl oz),0,0.0,0.0,0.0,0.0,0,120,0.0,0.0,0,0.0,0.0
772,KFC,Diet Dr Pepper® (30 fl oz),0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0,0.0,0.0
773,KFC,Diet Mist Twst® (12 fl oz),0,0.0,0.0,0.0,0.0,0,35,0.0,0.0,0,0.0,0.0
774,KFC,Diet Mist Twst® (16 fl oz),0,0.0,0.0,0.0,0.0,0,50,0.0,0.0,0,0.0,0.0
775,KFC,Diet Mist Twst® (20 fl oz),0,0.0,0.0,0.0,0.0,0,60,0.0,0.0,0,0.0,0.0
776,KFC,Diet Mist Twst® (30 fl oz),5,0.0,0.0,0.0,0.0,0,95,0.0,0.0,0,0.0,5.0
777,KFC,Diet Mountain Dew® (12 fl oz),0,0.0,0.0,0.0,0.0,0,55,1.0,0.0,0,0.0,0.0
778,KFC,Diet Mountain Dew® (16 fl oz),5,0.0,0.0,0.0,0.0,0,75,1.0,0.0,0,0.0,5.0
779,KFC,Diet Mountain Dew® (20 fl oz),10,0.0,0.0,0.0,0.0,0,90,1.0,0.0,1,0.0,11.0
780,KFC,Diet Mountain Dew® (30 fl oz),10,0.0,0.0,0.0,0.0,0,140,1.0,0.0,1,0.0,11.0
781,KFC,Diet Pepsi® (12 fl oz),0,0.0,0.0,0.0,0.0,0,55,0.0,0.0,0,0.0,0.0
782,KFC,Diet Pepsi® (16 fl oz),0,0.0,0.0,0.0,0.0,0,75,0.0,0.0,0,0.0,0.0
783,KFC,Diet Pepsi® (20 fl oz),0,0.0,0.0,0.0,0.0,0,95,0.0,0.0,0,0.0,0.0
784,KFC,Diet Pepsi® (30 fl oz),0,0.0,0.0,0.0,0.0,0,140,0.0,0.0,0,0.0,0.0
785,KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0,0.0,0.0,0.0,0.0,0,35,0.0,0.0,0,0.0,0.0
786,KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0,0.0,0.0,0.0,0.0,0,50,0.0,0.0,0,0.0,0.0
787,KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0,0.0,0.0,0.0,0.0,0,60,0.0,0.0,0,0.0,0.0
788,KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0,0.0,0.0,0.0,0.0,0,95,0.0,0.0,0,0.0,0.0
789,KFC,Dr Pepper® (12 fl oz),140,0.0,0.0,0.0,0.0,0,45,39.0,0.0,38,0.0,178.0
790,KFC,Dr Pepper® (16 fl oz),190,0.0,0.0,0.0,0.0,0,60,52.0,0.0,51,0.0,241.0
791,KFC,Dr Pepper® (20 fl oz),240,0.0,0.0,0.0,0.0,0,75,65.0,0.0,64,0.0,304.0
792,KFC,Dr Pepper® (30 fl oz),360,0.0,0.0,0.0,0.0,0,110,98.0,0.0,96,0.0,456.0
793,KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80,0.0,0.0,0.0,0.0,0,40,22.0,0.0,22,0.0,102.0
794,KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110,0.0,0.0,0.0,0.0,0,55,29.0,0.0,29,0.0,139.0
795,KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140,0.0,0.0,0.0,0.0,0,70,36.0,0.0,36,0.0,176.0
796,KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210,0.0,0.0,0.0,0.0,0,105,55.0,0.0,54,0.0,264.0
797,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0,0.0,0.0,0.0,0.0,0,105,0.0,0.0,0,0.0,0.0
798,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0,0.0,0.0,0.0,0.0,0,140,0.0,0.0,0,0.0,0.0
799,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0,0.0,5.0
800,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10,0.0,0.0,0.0,0.0,0,270,0.0,0.0,0,0.0,10.0
801,KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80,0.0,0.0,0.0,0.0,0,45,20.0,0.0,20,0.0,100.0
802,KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100,0.0,0.0,0.0,0.0,0,55,26.0,0.0,26,0.0,126.0
803,KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),130,0.0,0.0,0.0,0.0,0,70,33.0,0.0,33,0.0,163.0
804,KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),190,0.0,0.0,0.0,0.0,0,110,49.0,0.0,49,0.0,239.0
805,KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),80,0.0,0.0,0.0,0.0,0,45,22.0,0.0,21,0.0,101.0
806,KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),110,0.0,0.0,0.0,0.0,0,65,29.0,0.0,29,0.0,139.0
807,KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),130,0.0,0.0,0.0,0.0,0,80,36.0,0.0,36,0.0,166.0
808,KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),200,0.0,0.0,0.0,0.0,0,120,54.0,0.0,54,0.0,254.0
809,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0,0.0,0.0,0.0,0.0,0,45,0.0,0.0,0,0.0,0.0
810,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,0.0,0.0,0.0,0.0,0,60,0.0,0.0,0,0.0,0.0
811,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,0.0,0.0,0.0,0.0,0,75,0.0,0.0,0,0.0,0.0
812,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,0.0,0.0,0.0,0.0,0,115,0.0,0.0,0,0.0,0.0
813,KFC,Manzanita Sol® (12 fl oz),160,0.0,0.0,0.0,0.0,0,35,42.0,0.0,42,0.0,202.0
814,KFC,Manzanita Sol® (16 fl oz),210,0.0,0.0,0.0,0.0,0,45,57.0,0.0,57,0.0,267.0
815,KFC,Manzanita Sol® (20 fl oz),260,0.0,0.0,0.0,0.0,0,55,71.0,0.0,71,0.0,331.0
816,KFC,Manzanita Sol® (30 fl oz),400,0.0,0.0,0.0,0.0,0,80,106.0,0.0,106,0.0,506.0
817,KFC,Miranda® Strawberry (12 fl oz),160,0.0,0.0,0.0,0.0,0,70,44.0,0.0,44,0.0,204.0
